"unique_ID","English","French","Spanish"
"SW_K_Q","Select all NEW concepts (Select all that apply)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Seleccione todos los conceptos NUEVOS (Marque todas las opciones que correspondan)"
"SW_opinion_A1","I am not interested in the amount of water stored in my soil.","Je ne m'intéresse pas à la quantité d'eau stockée dans mon sol.","No me interesa la cantidad de agua almacenada en mi suelo"
"SW_opinion_A2","I believe implementing practices to manage water efficiency is difficult or too costly.","Je considère que mettre en œuvre des pratiques pour gérer l'efficacité de l'eau est difficile ou trop coûteux et difficile.","Considero que aplicar prácticas para gestionar la eficiencia del agua es difícil o demasiado costoso."
"SW_opinion_A3","I feel confident implementing water management practices to improve water use efficiency for production.","Je pense que je me sens confiant pour mettre en œuvre des pratiques de gestion de l'eau afin d'améliorer l'efficacité de l'utilisation de l'eau pour la production.","Me siento con confianza para aplicar prácticas de gestión del agua que mejoren la eficiencia del uso del agua en la producción."
"SW_opinion_A4","I am convinced that ensuring the long-term sustainability and quality of water in my watershed is essential. I want to use all available tools—whether low tech or high tech—to monitor and manage its changes, because my soil is at the heart of the water cycle.","Je suis persuadé qu’il est essentiel de garantir la pérennité et la qualité de l’eau de mon bassin versant à long terme, et je souhaite mobiliser tous les moyens, qu’ils soient low tech ou high tech, pour en surveiller et gérer les évolutions car mon sol est au centre du cycle de l'eau.","Estoy convencido de que garantizar la sostenibilidad y calidad del agua en mi cuenca hidrográfica a largo plazo es esencial. Deseo movilizar todos los medios, sean de baja o alta tecnología, para monitorear y gestionar sus cambios, ya que mi suelo está en el centro del ciclo del agua."
"SW_opinion_Q","Which statement best describes your opinion? (Please select only one option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","¿Cuál afirmación describe mejor su opinión? (Seleccione solo una opción)"
"thank_you_header","Thank you for your time!","Merci pour votre temps !","¡Gracias por su tiempo!"
"Threat_Val_A_comment","Comment","Commentaire","Comentario"
"Threat_Val_A_Q","Soil acidification","Acidification du sol","Acidificación del suelo"
"Threat_Val_A1","Very low","Très faible","Muy baja"
"Threat_Val_A2","Low","Faible","Baja"
"Threat_Val_A3","Moderate","Modéré","Moderada"
"Threat_Val_A4","High","Élevé","Alta"
"Threat_Val_A5","Very High","Très élevé","Muy alta"
"Threat_Val_A6","I don't know","Je ne sais pas","No lo sé"
"Threat_Val_A7","Comment","Commentaire","Comentario"
"Threat_Val_DC_A1","Very low","Très faible","Muy baja"
"Threat_Val_DC_A2","Low","Faible","Baja"
"Threat_Val_DC_A3","Moderate","Modéré","Moderada"
"Threat_Val_DC_A4","High","Élevé","Alta"
"Threat_Val_DC_A5","Very High","Très élevé","Muy alta"
"Threat_Val_DC_A6","I don't know","Je ne sais pas","No lo sé"
"Threat_Val_DC_comment","Comment","Commentaire","Comentario"
"Threat_Val_DC_Q","Soil decarbonization","Décarbonisation du sol","Descarbonización del suelo"
"Threat_Val_E_A1","Very low","Très faible","Muy baja"
"Threat_Val_E_A2","Low","Faible","Baja"
"Threat_Val_E_A3","Moderate","Modéré","Moderada"
"Threat_Val_E_A4","High","Élevé","Alta"
"Threat_Val_E_A5","Very High","Très élevé","Muy alta"
"Threat_Val_E_A6","I don't know","Je ne sais pas","No lo sé"
"Threat_Val_E_comment","Comment","Commentaire","Comentario"
"Threat_Val_E_Q","Soil erosion","Érosion du sol","Erosión del suelo"
"Threat_Val_HL_A1","Very low","Très faible","Muy baja"
"Threat_Val_HL_A2","Low","Faible","Baja"
"Threat_Val_HL_A3","Moderate","Modéré","Moderada"
"Threat_Val_HL_A4","High","Élevé","Alta"
"Threat_Val_HL_A5","Very High","Très élevé","Muy alta"
"Threat_Val_HL_A6","I don't know","Je ne sais pas","No lo sé"
"Threat_Val_HL_comment","Comment","Commentaire","Comentario"
"Threat_Val_HL_Q","Soil biodiversity loss","Perte de biodiversité du sol","Pérdida de biodiversidad del suelo"
"Threat_Val_NM_A1","Very low","Très faible","Muy baja"
"Threat_Val_NM_A2","Low","Faible","Baja"
"Threat_Val_NM_A3","Moderate","Modéré","Moderada"
"Threat_Val_NM_A4","High","Élevé","Alta"
"Threat_Val_NM_A5","Very High","Très élevé","Muy alta"
"Threat_Val_NM_A6","I don't know","Je ne sais pas","No lo sé"
"Threat_Val_NM_comment","Comment","Commentaire","Comentario"
"Threat_Val_NM_Q","Decline in soil fertility / nutrient depletion","Déclin de la fertilité du sol / appauvrissement nutritif","Disminución de la fertilidad del suelo / agotamiento de nutrientes"
"Threat_Val_S_A1","Very low","Très faible","Muy baja"
"Threat_Val_S_A2","Low","Faible","Baja"
"Threat_Val_S_A3","Moderate","Modéré","Moderada"
"Threat_Val_S_A4","High","Élevé","Alta"
"Threat_Val_S_A5","Very High","Très élevé","Muy alta"
"Threat_Val_S_A6","I don't know","Je ne sais pas","No lo sé"
"Threat_Val_S_comment","Comment","Commentaire","Comentario"
"Threat_Val_S_Q","Soil salinization","Salinisation du sol","Salinización del suelo"
"Threat_Val_SD_A1","Very low","Très faible","Muy baja"
"Threat_Val_SD_A2","Low","Faible","Baja"
"Threat_Val_SD_A3","Moderate","Modéré","Moderada"
"Threat_Val_SD_A4","High","Élevé","Alta"
"Threat_Val_SD_A5","Very High","Très élevé","Muy alta"
"Threat_Val_SD_A6","I don't know","Je ne sais pas","No lo sé"
"Threat_Val_SD_comment","Comment","Commentaire","Comentario"
"Threat_Val_SD_Q","Decline in soil structure","Déclin de la structure du sol","Deterioro de la estructura del suelo"
"Threats_header","Assess as accurately as possible the significance of soil functions and the potential risks they pose to your agricultural enterprise.","Évaluez au mieux l'importance des fonctions du sol et les risques pour votre entreprise agricole.","Evalúe de la manera más precisa posible la importancia de las funciones del suelo y los riesgos potenciales para su empresa agrícola."
"title_farmers","A study dedicated to farmers","Etude dédiée aux agriculteurs et agricultrices","Estudio dedicado a los agricultores"
"Word_Familiarity_A1","Soil degradation","Dégradation du sol","Degradación del suelo"
"Word_Familiarity_A10","Ecosystem services","services écosystémiques","Servicios ecosistémicos"
"Word_Familiarity_A11","Soil biodiversity","Biodiversité du sol","Biodiversidad del suelo"
"Word_Familiarity_A12","Soil ecology","écologie du sol","Ecología del suelo"
"Word_Familiarity_A13","The 4 Rs of fertiliser management","Les 4 R de la gestion des engrais","Las 4 R de la gestión de fertilizantes"
"Word_Familiarity_A14","Water use efficiency","Efficacité de l'utilisation de l'eau","Eficiencia en el uso del agua"
"Word_Familiarity_A15","Eutrophication","Eutrophisation","Eutrofización"
"Word_Familiarity_A16","Fertigation","Fertigation","Fertirrigación"
"Word_Familiarity_A2","Acidification","Acidification","Acidificación"
"Word_Familiarity_A3","Decline in soil structure","Déclin de la structure du sol","Degradación de la estructura del suelo"
"Word_Familiarity_A4","Soil aggregation","aggrégation du sol","Agregación del suelo"
"Word_Familiarity_A5","Soil compaction","compaction / tassement du sol","Compactación del suelo"
"Word_Familiarity_A6","Decarbonation","décarbonation","Descarbonización"
"Word_Familiarity_A7","Carbon storage","stockage du carbone","Almacenamiento de carbono"
"Word_Familiarity_A8","Salinisation","salinisation","Salinización"
"Word_Familiarity_A9","Sodicity","sodicité","Sodicidad"
"Word_Familiarity_Q","Click on the terms you are familiar with: (can be left blank)","Cliquez sur les termes familiers : (peut être laissé vide)","Haga clic en los términos que le resulten familiares: (puede dejarse en blanco)"
"yes","Yes","Oui","Sí"
"your_soil_description","Your soil description","Votre description du sol","Tu descripción del suelo"
"missing_region_or_map","Please select a region and/or click the map to set a location.","Veuillez sélectionner une région et/ou cliquer sur la carte pour définir un emplacement.","Seleccione una región y/o haga clic en el mapa para definir una ubicación."
"selected_coords","Selected coordinates","Coordonnées sélectionnées","Coordenadas seleccionadas"
"scoring_band_1","You are at the beginning of developing a systemic understanding linking soil and security issues. This is a good foundation, and with further exploration and reflection, you can deepen your understanding and strengthen the resilience of your activity in case of unexpected events. We invite you to explore resources that introduce these interconnected topics.","Vous êtes au début du développement d’une vision systémique reliant les enjeux du sol et de la sécurité. C’est une bonne base, et avec un peu plus d’exploration et de réflexion, vous pourrez enrichir votre compréhension afin de renforcer la résilience de votre activité en cas de situation imprévue. Nous vous invitons à explorer des ressources qui introduisent ces thématiques interconnectées.","Está comenzando a desarrollar una visión sistémica que vincula los problemas del suelo y la seguridad. Es una buena base y, con más exploración y reflexión, puede ampliar su comprensión y fortalecer la resiliencia de su actividad ante situaciones imprevistas. Le invitamos a explorar recursos que introducen estos temas interconectados."
"scoring_band_2","You are beginning to establish a link between soil and security issues, with some awareness of the interactions between knowledge, actions, and attitudes. You can further enrich this vision and broaden your perspective to strengthen your activity’s resilience in the face of unforeseen situations. We encourage you to explore resources that deepen these relationships.","Vous commencez à établir un lien entre les enjeux du sol et ceux de la sécurité, avec une certaine conscience des interactions entre savoirs, actions et attitudes. Il est possible d’enrichir encore cette vision et d’élargir votre perspective afin de renforcer la résilience de votre activité en cas de situation imprévue. Nous vous invitons à découvrir des ressources qui approfondissent ces relations.","Está comenzando a establecer un vínculo entre los problemas del suelo y la seguridad, con cierta conciencia de las interacciones entre conocimientos, acciones y actitudes. Puede enriquecer aún más esta visión y ampliar su perspectiva para fortalecer la resiliencia de su actividad frente a situaciones imprevistas. Le animamos a descubrir recursos que profundicen en estas relaciones."
"scoring_band_3","You are building a systemic understanding linking soil and security issues through your knowledge, actions, and attitudes. By continuing this reflection, you can consolidate this vision and contribute to more integrated approaches to strengthen the resilience of your activity in case of unexpected situations.","Vous êtes en train de construire une compréhension systémique reliant les enjeux du sol et de la sécurité à travers vos savoirs, actions et attitudes. En poursuivant cette réflexion, vous pourrez consolider cette vision et contribuer à des approches plus intégrées afin de renforcer la résilience de votre activité en cas de situation imprévue.","Está construyendo una comprensión sistémica que vincula los problemas del suelo y la seguridad a través de sus conocimientos, acciones y actitudes. Al continuar con esta reflexión, podrá consolidar esta visión y contribuir a enfoques más integrados para fortalecer la resiliencia de su actividad frente a situaciones imprevistas."
"scoring_band_4","You demonstrate an advanced and integrated understanding of the interactions between soil and security issues. Your knowledge, actions, and attitudes show a capacity to anticipate challenges and mobilise appropriate systemic solutions. You are well positioned to share your experience and contribute to a more resilient and collaborative agroecological transition.","Vous démontrez une compréhension avancée et intégrée des interactions entre les enjeux du sol et la sécurité. Vos savoirs, actions et attitudes témoignent d’une capacité à anticiper les défis et à mobiliser des solutions systémiques adaptées. Vous êtes en position de partager vos expériences et de contribuer à une transition agroécologique plus résiliente et collaborative.","Usted demuestra una comprensión avanzada e integrada de las interacciones entre el suelo y la seguridad. Sus conocimientos, acciones y actitudes muestran una capacidad para anticipar desafíos y movilizar soluciones sistémicas apropiadas. Está bien posicionado para compartir su experiencia y contribuir a una transición agroecológica más resiliente y colaborativa."
"Age_A1","Under 25","Moins de 25 ans","Menor de 25 años"
"Age_A2","25–34","25–34 ans","25–34 años"
"Age_A3","35–44","35–44 ans","35–44 años"
"Age_A4","45–54","45–54 ans","45–54 años"
"Age_A5","55–64","55–64 ans","55–64 años"
"Age_A6","65–74","65–74 ans","65–74 años"
"Age_A7","75 or older","75 ans ou plus","75 años o más"
"Age_A8","Prefer not to say","Préfère ne pas répondre","Prefiero no responder"
"no_results_found","No results found for this session.","Aucun résultat trouvé pour cette session.","No se encontraron resultados para esta sesión."
"no_valid_scores","Results found, but no valid scores.","Résultats trouvés, mais aucun score valide.","Resultados encontrados, pero sin puntuaciones válidas."
"score_interpretation_title","Interpretation of Your Results","Interprétation de vos résultats","Interpretación de sus resultados"
"average_score_label","Your average score across all dimensions is:","Votre score moyen sur l'ensemble des dimensions est :","Su puntuación media en todas las dimensiones es:"
"score_thank_you_extended","Thank you for contributing to a more secure future for soils and communities.","Merci pour votre contribution à un avenir plus sûr pour les sols et les communautés.","Gracias por contribuir a un futuro más seguro para los suelos y las comunidades."
"Soil_intro_text","There are many different types of soil. They are made from different parent materials, have varying particle sizes (soil textures), and can differ in colour, structure, depth, acidity, and other properties. These differences affect how soils behave, what they support, and how they respond to use or change.","Il existe de nombreux types de sols. Ils proviennent de matériaux d'origine différents, présentent des tailles de particules variées (textures), et peuvent différer en couleur, en structure, en profondeur, en acidité et selon d'autres propriétés. Ces différences influencent leur comportement, leur capacité à soutenir diverses fonctions, ainsi que leur réaction face aux usages ou aux changements.","Existen muchos tipos de suelos. Se forman a partir de materiales parentales diversos, con tamaños de partículas variables (texturas) y diferencias en color, estructura, profundidad, acidez y otras propiedades. Estas características influyen en el comportamiento del suelo, en sus funciones y en cómo responde al uso o al cambio."
"Soil_focus_text","We invite you to focus on one type of soil throughout the questionnaire. Choose a soil you know well, work with regularly, or often observe. All your answers from now on should refer to that soil type.","Nous vous invitons à penser à un type de sol particulier tout au long du questionnaire. Choisissez un sol que vous connaissez bien, que vous travaillez régulièrement ou que vous observez souvent. Toutes vos réponses à partir de maintenant devront concerner ce type de sol.","Le invitamos a centrarse en un tipo de suelo específico durante todo el cuestionario. Elija un suelo que conozca bien, que trabaje con frecuencia o que observe a menudo. A partir de ahora, todas sus respuestas deben referirse a ese tipo de suelo."
"no_gps_button_label","I prefer not to provide GPS coordinates","Je préfère ne pas fournir de coordonnées GPS","Prefiero no proporcionar coordenadas GPS"
"missing_region_or_map","Please select a location using the dropdown menus or by clicking on the map.","Veuillez sélectionner un emplacement en utilisant les menus déroulants ou en cliquant sur la carte.","Por favor, seleccione una ubicación usando los menús desplegables o haciendo clic en el mapa."
