"unique_ID","French","English","Spanish"
"Threat_Val_A_A3","Modéré","Modéré","Modéré"
"Threat_Val_A_A4","Élevé","Élevé","Élevé"
"Threat_Val_A_A5","Très élevé","Très élevé","Très élevé"
"Threat_Val_A_A6","Je ne sais pas","Je ne sais pas","Je ne sais pas"
"Threat_Val_A_comment","Commentaire","Commentaire","Commentaire"
"Threat_Val_SD_Q","Déclin de la structure du sol","Déclin de la structure du sol","Déclin de la structure du sol"
"Threat_Val_SD_A1","Très faible","Très faible","Très faible"
"Threat_Val_SD_A2","Faible","Faible","Faible"
"Threat_Val_SD_A3","Modéré","Modéré","Modéré"
"Threat_Val_SD_A4","Élevé","Élevé","Élevé"
"Threat_Val_SD_A5","Très élevé","Très élevé","Très élevé"
"Threat_Val_SD_A6","Je ne sais pas","Je ne sais pas","Je ne sais pas"
"Threat_Val_SD_comment","Commentaire","Commentaire","Commentaire"
"Threat_Val_DC_Q","Décarbonisation du sol","Décarbonisation du sol","Décarbonisation du sol"
"Threat_Val_DC_A1","Très faible","Très faible","Très faible"
"Threat_Val_DC_A2","Faible","Faible","Faible"
"Threat_Val_DC_A3","Modéré","Modéré","Modéré"
"Threat_Val_DC_A4","Élevé","Élevé","Élevé"
"Threat_Val_DC_A5","Très élevé","Très élevé","Très élevé"
"Threat_Val_DC_A6","Je ne sais pas","Je ne sais pas","Je ne sais pas"
"Threat_Val_DC_comment","Commentaire","Commentaire","Commentaire"
"Threat_Val_S_Q","Salinisation du sol","Salinisation du sol","Salinisation du sol"
"Threat_Val_S_A1","Très faible","Très faible","Très faible"
"Threat_Val_S_A2","Faible","Faible","Faible"
"Threat_Val_S_A3","Modéré","Modéré","Modéré"
"Threat_Val_S_A4","Élevé","Élevé","Élevé"
"Threat_Val_S_A5","Très élevé","Très élevé","Très élevé"
"Threat_Val_S_A6","Je ne sais pas","Je ne sais pas","Je ne sais pas"
"Threat_Val_S_comment","Commentaire","Commentaire","Commentaire"
"Demographics_header","DONNÉES DÉMOGRAPHIQUES","DONNÉES DÉMOGRAPHIQUES","DONNÉES DÉMOGRAPHIQUES"
"Age_Q","Quel âge avez-vous?","Quel âge avez-vous?","Quel âge avez-vous?"
"Age_A1","Moins de 25 ans","Moins de 25 ans","Moins de 25 ans"
"Age_A2","25–34 ans","25–34 ans","25–34 ans"
"Age_A3","35–44 ans","35–44 ans","35–44 ans"
"Age_A4","45–54 ans","45–54 ans","45–54 ans"
"Age_A5","55–64 ans","55–64 ans","55–64 ans"
"Age_A6","65–74 ans","65–74 ans","65–74 ans"
"Age_A7","75 ans et plus","75 ans et plus","75 ans et plus"
"Age_A8","Préférer ne pas répondre","Préférer ne pas répondre","Préférer ne pas répondre"
"education_level_Q","Quel est le plus haut niveau d'éducation que vous avez atteint","Quel est le plus haut niveau d'éducation que vous avez atteint","Quel est le plus haut niveau d'éducation que vous avez atteint"
"education_level_A1","Pas d'éducation formelle","Pas d'éducation formelle","Pas d'éducation formelle"
"education_level_A2","Achèvement du collège","Achèvement du collège","Achèvement du collège"
"education_level_A3","Niveau Lycée","Niveau Lycée","Niveau Lycée"
"education_level_A4","Baccalauréat","Baccalauréat","Baccalauréat"
"education_level_A5","Bac+2","Bac+2","Bac+2"
"education_level_A6","Bac+2","Bac+2","Bac+2"
"education_level_A7","Master (Bac+4 et Bac+5)","Master (Bac+4 et Bac+5)","Master (Bac+4 et Bac+5)"
"education_level_A8","Doctorat (Bac+8)","Doctorat (Bac+8)","Doctorat (Bac+8)"
"Smlaw_Q","D’après les grandes lignes de la directive européenne sur la surveillance des sols, cochez toutes les affirmations qui vous semblent justes. (Sélectionnez tout ce qui s’applique)","D’après les grandes lignes de la directive européenne sur la surveillance des sols, cochez toutes les affirmations qui vous semblent justes. (Sélectionnez tout ce qui s’applique)","D’après les grandes lignes de la directive européenne sur la surveillance des sols, cochez toutes les affirmations qui vous semblent justes. (Sélectionnez tout ce qui s’applique)"
"Smlaw_A1","L’Union européenne vise un diagnostic généralisé de la santé des sols à l’horizon 2030, dans le cadre de sa mission pour des sols sains.","L’Union européenne vise un diagnostic généralisé de la santé des sols à l’horizon 2030, dans le cadre de sa mission pour des sols sains.","L’Union européenne vise un diagnostic généralisé de la santé des sols à l’horizon 2030, dans le cadre de sa mission pour des sols sains."
"Smlaw_A2","L’Union européenne vise un diagnostic généralisé de la sécurité alimentaire à l'échelle territoriale à l'horizon 2030","L’Union européenne vise un diagnostic généralisé de la sécurité alimentaire à l'échelle territoriale à l'horizon 2030","L’Union européenne vise un diagnostic généralisé de la sécurité alimentaire à l'échelle territoriale à l'horizon 2030"
"Smlaw_A3","L’évaluation de la biodiversité des sols fait partie des indicateurs proposés par la Commission européenne dans le cadre de la future directive sur la santé des sols","L’évaluation de la biodiversité des sols fait partie des indicateurs proposés par la Commission européenne dans le cadre de la future directive sur la santé des sols","L’évaluation de la biodiversité des sols fait partie des indicateurs proposés par la Commission européenne dans le cadre de la future directive sur la santé des sols"
"Smlaw_A4","À l’horizon 2050, l’Union européenne ambitionne que tous les sols soient gérés de manière durable et que les sols dégradés soient restaurés autant que possible.","À l’horizon 2050, l’Union européenne ambitionne que tous les sols soient gérés de manière durable et que les sols dégradés soient restaurés autant que possible.","À l’horizon 2050, l’Union européenne ambitionne que tous les sols soient gérés de manière durable et que les sols dégradés soient restaurés autant que possible."
"Smlaw_A5","Tout est vrai","Tout est vrai","Tout est vrai"
"Smlaw_A6","Tout est faux","Tout est faux","Tout est faux"
"Smlaw_A7","Je ne sais pas","Je ne sais pas","Je ne sais pas"
"Land_area_Q","Quelle est la superficie de vos projets en hectares ?","Quelle est la superficie de vos projets en hectares ?","Quelle est la superficie de vos projets en hectares ?"
"Word_Familiarity_Q","Cliquez sur les termes familiers : (peut être laissé vide)","Cliquez sur les termes familiers : (peut être laissé vide)","Cliquez sur les termes familiers : (peut être laissé vide)"
"Word_Familiarity_A1","Dégradation du sol","Dégradation du sol","Dégradation du sol"
"Word_Familiarity_A2","Acidification","Acidification","Acidification"
"Word_Familiarity_A3","Déclin de la structure du sol","Déclin de la structure du sol","Déclin de la structure du sol"
"Word_Familiarity_A4","aggrégation du sol","aggrégation du sol","aggrégation du sol"
"Word_Familiarity_A5","compaction / tassement du sol","compaction / tassement du sol","compaction / tassement du sol"
"Word_Familiarity_A6","décarbonation","décarbonation","décarbonation"
"Word_Familiarity_A7","stockage du carbone","stockage du carbone","stockage du carbone"
"Word_Familiarity_A8","salinisation","salinisation","salinisation"
"Word_Familiarity_A9","sodicité","sodicité","sodicité"
"Word_Familiarity_A10","services écosystémiques","services écosystémiques","services écosystémiques"
"Word_Familiarity_A11","Biodiversité du sol","Biodiversité du sol","Biodiversité du sol"
"Word_Familiarity_A12","écologie du sol","écologie du sol","écologie du sol"
"Word_Familiarity_A13","Les 4 R de la gestion des engrais","Les 4 R de la gestion des engrais","Les 4 R de la gestion des engrais"
"Word_Familiarity_A14","Efficacité de l'utilisation de l'eau","Efficacité de l'utilisation de l'eau","Efficacité de l'utilisation de l'eau"
"Word_Familiarity_A15","Eutrophisation","Eutrophisation","Eutrophisation"
"Word_Familiarity_A16","Fertigation","Fertigation","Fertigation"
"missing_newconcepts","Veuillez sélectionner au moins un concept.","Veuillez sélectionner au moins un concept.","Veuillez sélectionner au moins un concept."
"missing_approach","Veuillez sélectionner une option de pratique/démarche.","Veuillez sélectionner une option de pratique/démarche.","Veuillez sélectionner une option de pratique/démarche."
"missing_opinion","Veuillez sélectionner une option d’opinion.","Veuillez sélectionner une option d’opinion.","Veuillez sélectionner une option d’opinion."
"missing_supply_approach","Veuillez sélectionner une approche pour continuer. ","Please select an approach to continue.","Por favor, seleccione un enfoque para continuar."
"missing_supply_opinion","Veuillez donner votre avis pour continuer.","Please provide your opinion to continue.","Por favor, proporcione su opinión para continuar."
"disconnected_alert","La connexion a été perdue. Veuillez vérifier votre connexion Internet et réessayer.","Connection lost. Please check your internet connection and try again.","Conexión perdida. Por favor, compruebe su conexión a internet e inténtelo de nuevo."
